CruiseName,Station,YEAR,Depth,Temp,Sal,SigmaT,Delta-D
LO78,1,2006.24058,10,4.382,31.288,24.797,0.031507
LO78,1,2006.24058,20,4.308,31.318,24.829,0.062772
LO78,1,2006.24058,30,4.234,31.348,24.86,0.093746
LO78,1,2006.24058,50,4.265,31.396,24.895,0.155005
LO78,1,2006.24058,75,4.523,31.514,24.963,0.230439
LO78,1,2006.24058,100,4.626,31.666,25.073,0.303975
LO78,1,2006.24058,150,5.111,32.048,25.323,0.443301
LO78,1,2006.24058,200,5.628,32.812,25.869,0.56237
LO79,1,2006.31731,0,4.768,31.061,24.578,0
LO79,1,2006.31731,10,4.766,31.058,24.576,0.033489
LO79,1,2006.31731,20,4.769,31.154,24.652,0.066652
LO79,1,2006.31731,30,4.771,31.25,24.728,0.099101
LO79,1,2006.31731,50,4.708,31.382,24.839,0.162098
LO79,1,2006.31731,75,4.527,31.464,24.923,0.238903
LO79,1,2006.31731,100,4.699,31.555,24.977,0.314098
LO79,1,2006.31731,150,4.845,31.826,25.176,0.457707
LO79,1,2006.31731,200,5.321,32.334,25.526,0.590469
LO79,1,2006.31731,250,5.617,32.834,25.888,0.705026
TN194,19400201,2006.36701,0,7.098,30.858,24.145,0
TN194,19400201,2006.36701,10,5.534,31.217,24.619,0.035505
TN194,19400201,2006.36701,20,5.358,31.316,24.717,0.068024
TN194,19400201,2006.36701,30,5.325,31.37,24.763,0.099937
TN194,19400201,2006.36701,50,5.093,31.48,24.876,0.162652
TN194,19400201,2006.36701,75,5.151,31.651,25.005,0.238052
TN194,19400201,2006.36701,100,5.111,31.851,25.167,0.30962
TN194,19400201,2006.36701,150,5.313,32.12,25.358,0.445208
TN194,19400201,2006.36701,200,5.476,32.57,25.695,0.565764
TN194,19400201,2006.36701,250,5.518,32.678,25.776,0.678879
TN194,19402701,2006.37724,0,6.18,31.139,24.482,0
TN194,19402701,2006.37724,10,5.861,31.209,24.575,0.034263
TN194,19402701,2006.37724,20,5.08,31.369,24.789,0.066577
TN194,19402701,2006.37724,30,4.869,31.423,24.855,0.097713
TN194,19402701,2006.37724,50,4.922,31.583,24.976,0.158454
TN194,19402701,2006.37724,75,5.58,31.926,25.174,0.229939
TN194,19402701,2006.37724,100,5.611,31.996,25.226,0.298978
TN194,19402701,2006.37724,150,5.514,32.138,25.349,0.433804
TN194,19402701,2006.37724,200,5.467,32.418,25.576,0.561497
TN194,19402701,2006.37724,250,5.533,32.697,25.789,0.676335
LO80,1,2006.48438,0,11.219,28.894,21.989,0
LO80,1,2006.48438,10,10.565,30.304,23.195,0.052549
LO80,1,2006.48438,20,10.017,30.95,23.789,0.09525
LO80,1,2006.48438,30,9.643,31.233,24.07,0.13491
LO80,1,2006.48438,50,8.238,31.534,24.519,0.209309
LO80,1,2006.48438,75,5.797,31.647,24.928,0.288104
LO80,1,2006.48438,100,6.084,31.978,25.155,0.3609
LO80,1,2006.48438,150,5.49,32.348,25.518,0.492047
LO80,1,2006.48438,200,5.531,32.619,25.728,0.609847
LO80,1,2006.48438,250,5.575,32.71,25.795,0.721785
TXF06,2,2006.70331,0,11.848,25.729,19.428,0
TXF06,2,2006.70331,10,11.69,26.803,20.286,0.080783
TXF06,2,2006.70331,20,11.678,27.514,20.84,0.151722
TXF06,2,2006.70331,30,11.425,30.453,23.164,0.205327
TXF06,2,2006.70331,50,10.586,31.507,24.128,0.291497
TXF06,2,2006.70331,75,8.884,31.785,24.62,0.381947
TXF06,2,2006.70331,100,7.234,32.057,25.07,0.45858
TXF06,2,2006.70331,150,5.757,32.59,25.678,0.590949
TXF06,2,2006.70331,200,5.987,33.132,26.078,0.694122
TXF06,2,2006.70331,250,6.003,33.257,26.175,0.78874
TXF06,46,2006.71578,0,11.506,26.425,20.025,0
TXF06,46,2006.71578,10,11.534,28.133,21.344,0.069359
TXF06,46,2006.71578,20,12.127,29.186,22.056,0.130488
TXF06,46,2006.71578,30,11.33,30.592,23.288,0.181147
TXF06,46,2006.71578,50,11.079,31.032,23.674,0.269326
TXF06,46,2006.71578,75,10.752,31.502,24.096,0.369162
TXF06,46,2006.71578,100,7.005,31.964,25.028,0.454082
TXF06,46,2006.71578,150,6.242,32.417,25.482,0.588081
TXF06,46,2006.71578,200,5.912,33.05,26.023,0.697916
TXF06,46,2006.71578,250,5.999,33.24,26.162,0.793824
LO81,1,2006.92826,0,5.186,30.028,23.716,0
LO81,1,2006.92826,10,5.448,30.161,23.793,0.041447
LO81,1,2006.92826,20,5.69,30.351,23.917,0.081923
LO81,1,2006.92826,30,5.713,30.445,23.988,0.121295
LO81,1,2006.92826,50,5.732,30.487,24.019,0.199101
LO81,1,2006.92826,75,5.935,30.769,24.219,0.293694
LO81,1,2006.92826,100,6.318,31.502,24.751,0.380388
LO81,1,2006.92826,150,6.747,32.347,25.363,0.528265
LO81,1,2006.92826,200,5.994,33.246,26.168,0.637956
LO82,1,2007.05178,0,3.533,31.019,24.663,0
LO82,1,2007.05178,10,3.545,31.02,24.663,0.032684
LO82,1,2007.05178,20,3.59,31.03,24.667,0.065364
LO82,1,2007.05178,30,3.604,31.034,24.669,0.098009
LO82,1,2007.05178,50,3.829,31.119,24.716,0.16296
LO82,1,2007.05178,75,3.94,31.157,24.736,0.243328
LO82,1,2007.05178,100,4.265,31.301,24.819,0.32231
LO82,1,2007.05178,150,4.503,31.565,25.005,0.473778
LO82,1,2007.05178,200,5.643,32.111,25.313,0.61515
LO82,1,2007.05178,250,6.103,33.017,25.973,0.732669
LO83,1,2007.11745,0,3.183,30.908,24.605,0
LO83,1,2007.11745,10,3.598,31.069,24.697,0.03302
LO83,1,2007.11745,20,3.842,31.137,24.729,0.065231
LO83,1,2007.11745,30,3.875,31.163,24.747,0.09718
LO83,1,2007.11745,50,3.991,31.244,24.8,0.160488
LO83,1,2007.11745,75,4.206,31.43,24.928,0.237627
LO83,1,2007.11745,100,4.459,31.694,25.112,0.310707
LO83,1,2007.11745,150,5.322,32.294,25.495,0.445512
LO83,1,2007.11745,200,5.518,32.565,25.687,0.565676
LO84,1,2007.21603,0,3.088,31.785,25.312,0
LO84,1,2007.21603,10,3.085,31.784,25.311,0.026512
LO84,1,2007.21603,20,3.104,31.787,25.312,0.053029
LO84,1,2007.21603,30,3.137,31.792,25.313,0.079542
LO84,1,2007.21603,50,3.123,31.795,25.317,0.132544
LO84,1,2007.21603,75,3.052,31.805,25.331,0.19851
LO84,1,2007.21603,100,3.166,31.849,25.356,0.264215
LO84,1,2007.21603,150,3.728,32.096,25.503,0.391141
LO84,1,2007.21603,200,4.156,32.233,25.57,0.512947
LO84,1,2007.21603,250,4.658,32.528,25.753,0.631747
LO85,1,2007.31457,0,3.939,31.804,25.25,0
LO85,1,2007.31457,10,3.936,31.805,25.252,0.027094
LO85,1,2007.31457,20,3.931,31.81,25.256,0.054174
LO85,1,2007.31457,30,3.912,31.842,25.283,0.081071
LO85,1,2007.31457,50,3.913,31.853,25.292,0.134612
LO85,1,2007.31457,75,3.705,31.868,25.323,0.201084
LO85,1,2007.31457,100,3.76,31.884,25.331,0.267044
LO85,1,2007.31457,150,3.631,32.138,25.545,0.394749
LO85,1,2007.31457,200,4.128,32.338,25.657,0.513959
TXS07,38,2007.35548,0,6.591,31.096,24.397,0
TXS07,38,2007.35548,10,4.858,31.601,24.997,0.033712
TXS07,38,2007.35548,20,4.355,31.689,25.118,0.062642
TXS07,38,2007.35548,30,4.226,31.788,25.21,0.090534
TXS07,38,2007.35548,50,4.103,31.839,25.262,0.144971
TXS07,38,2007.35548,75,3.972,31.927,25.345,0.211637
TXS07,38,2007.35548,100,3.851,32.049,25.454,0.276041
TXS07,38,2007.35548,150,3.931,32.164,25.537,0.400409
TXS07,38,2007.35548,200,4.166,32.338,25.653,0.519543
TXS07,38,2007.35548,250,4.247,32.436,25.722,0.634827
LO86,1,2007.48715,0,11.657,26.966,20.418,0
LO86,1,2007.48715,10,8.8,30.845,23.897,0.051182
LO86,1,2007.48715,20,7.187,31.277,24.463,0.088476
LO86,1,2007.48715,30,7.043,31.387,24.568,0.12251
LO86,1,2007.48715,50,6.758,31.56,24.742,0.187863
LO86,1,2007.48715,75,6.102,31.914,25.103,0.263192
LO86,1,2007.48715,100,4.781,31.959,25.289,0.332346
LO86,1,2007.48715,150,4.372,32.3,25.602,0.457471
LO86,1,2007.48715,200,4.809,32.597,25.791,0.572818
LO86,1,2007.48715,250,4.9,32.714,25.874,0.680905
LO87,1,2007.5447,0,13.043,27.433,20.532,0
LO87,1,2007.5447,10,10.859,30.07,22.964,0.060561
LO87,1,2007.5447,20,10.391,30.695,23.529,0.106139
LO87,1,2007.5447,30,8.001,31.246,24.327,0.146208
LO87,1,2007.5447,50,6.829,31.514,24.696,0.213562
LO87,1,2007.5447,75,5.354,31.918,25.193,0.28697
LO87,1,2007.5447,100,5.128,32.136,25.391,0.353253
LO87,1,2007.5447,150,4.541,32.399,25.663,0.475146
LO87,1,2007.5447,200,5.03,32.81,25.936,0.584282
LO87,1,2007.5447,250,5.263,32.979,26.044,0.685074
LO88,1,2007.64329,0,12.99,26.59,19.891,0
LO88,1,2007.64329,10,13.095,28.918,21.669,0.068375
LO88,1,2007.64329,20,12.936,29.481,22.134,0.127645
LO88,1,2007.64329,30,10.212,30.962,23.766,0.175496
LO88,1,2007.64329,50,7.592,31.703,24.743,0.247548
LO88,1,2007.64329,75,6.592,32.075,25.169,0.323029
LO88,1,2007.64329,100,5.669,32.267,25.433,0.389862
LO88,1,2007.64329,150,4.902,32.677,25.845,0.508733
LO88,1,2007.64329,200,5.068,32.991,26.075,0.609599
LO88,1,2007.64329,250,4.879,33.054,26.146,0.70537
TXF07,37,2007.69151,0,13.246,27.175,20.295,0
TXF07,37,2007.69151,10,13.132,27.747,20.758,0.072734
TXF07,37,2007.69151,20,12.803,28.929,21.733,0.138735
TXF07,37,2007.69151,30,12.623,29.712,22.372,0.196527
TXF07,37,2007.69151,50,10.01,31.307,24.069,0.287569
TXF07,37,2007.69151,75,7.078,31.947,25.004,0.369781
TXF07,37,2007.69151,100,6.1,32.151,25.29,0.439517
TXF07,37,2007.69151,150,5.345,32.736,25.842,0.562341
TXF07,37,2007.69151,200,5.043,32.989,26.076,0.6639
TXF07,37,2007.69151,250,4.918,33.064,26.15,0.758662
LO89,1,2007.81369,0,8.118,27.615,21.465,0
LO89,1,2007.81369,10,8.14,27.629,21.473,0.063231
LO89,1,2007.81369,20,9.667,28.686,22.079,0.125095
LO89,1,2007.81369,30,9.813,29.815,22.937,0.178609
LO89,1,2007.81369,50,9.691,31.112,23.968,0.266385
LO89,1,2007.81369,75,8.536,31.811,24.692,0.355558
LO89,1,2007.81369,100,6.965,32.18,25.203,0.43141
LO89,1,2007.81369,150,5.106,32.65,25.801,0.556998
LO89,1,2007.81369,200,5.401,32.96,26.013,0.660123
LO89,1,2007.81369,250,5.133,33.032,26.1,0.757999
LO91,1,2007.91188,0,6.038,28.004,22.026,0
LO91,1,2007.91188,10,6.932,29.391,23.013,0.051759
LO91,1,2007.91188,20,7.251,29.872,23.35,0.098628
LO91,1,2007.91188,30,7.44,30.257,23.628,0.142902
LO91,1,2007.91188,50,7.605,30.732,23.979,0.223684
LO91,1,2007.91188,75,8.062,31.363,24.41,0.317967
LO91,1,2007.91188,100,7.711,31.51,24.575,0.403516
LO91,1,2007.91188,150,7.51,31.802,24.832,0.564747
LO91,1,2007.91188,200,5.835,32.521,25.614,0.709539
LO91,1,2007.91188,250,5.415,32.911,25.972,0.818275
LO92,1,2007.99144,0,5.168,30.443,24.047,0
LO92,1,2007.99144,10,5.181,30.446,24.048,0.038561
LO92,1,2007.99144,20,5.254,30.474,24.062,0.07705
LO92,1,2007.99144,30,5.275,30.486,24.069,0.115441
LO92,1,2007.99144,50,6.031,30.85,24.271,0.191071
LO92,1,2007.99144,75,5.979,31.091,24.468,0.279589
LO92,1,2007.99144,100,6.162,31.334,24.638,0.36465
LO92,1,2007.99144,150,6.881,31.961,25.041,0.518194
LO92,1,2007.99144,200,6.574,32.281,25.333,0.655593
LO93,1,2008.04612,0,4.479,30.993,24.554,0
LO93,1,2008.04612,10,4.489,30.994,24.553,0.033733
LO93,1,2008.04612,20,4.466,30.993,24.555,0.067466
LO93,1,2008.04612,30,4.455,30.992,24.555,0.101192
LO93,1,2008.04612,50,4.598,31.03,24.571,0.168471
LO93,1,2008.04612,75,4.693,31.071,24.594,0.252193
LO93,1,2008.04612,100,5.271,31.379,24.776,0.334431
LO93,1,2008.04612,150,6.156,31.975,25.144,0.48109
LO93,1,2008.04612,200,6.207,32.451,25.514,0.616507
LO93,1,2008.04612,250,6.176,32.622,25.652,0.735863
LO94,1,2008.22351,0,3.29,31.139,24.78,0
LO94,1,2008.22351,10,3.343,31.144,24.779,0.031576
LO94,1,2008.22351,20,3.44,31.171,24.792,0.063122
LO94,1,2008.22351,30,3.582,31.211,24.812,0.094443
LO94,1,2008.22351,50,3.616,31.227,24.821,0.156918
LO94,1,2008.22351,75,3.811,31.347,24.899,0.234326
LO94,1,2008.22351,100,4.118,31.64,25.103,0.30773
LO94,1,2008.22351,150,4.452,31.846,25.233,0.446429
LO94,1,2008.22351,200,4.832,32.137,25.424,0.579252
LO94,1,2008.22351,250,4.997,32.285,25.524,0.704732
LO95,1,2008.27587,0,3.648,30.943,24.593,0
LO95,1,2008.27587,10,3.354,31.01,24.672,0.032798
LO95,1,2008.27587,20,3.367,31.03,24.687,0.06532
LO95,1,2008.27587,30,3.457,31.095,24.73,0.097641
LO95,1,2008.27587,50,3.724,31.367,24.923,0.160283
LO95,1,2008.27587,75,4.023,31.616,25.093,0.233566
LO95,1,2008.27587,100,4.316,31.834,25.237,0.303606
LO95,1,2008.27587,150,4.773,32.149,25.44,0.435093
LO95,1,2008.27587,200,4.911,32.376,25.605,0.558214
LO95,1,2008.27587,250,5.026,32.614,25.781,0.673215
TXS08,3,2008.33975,0,4.636,31.082,24.608,0
TXS08,3,2008.33975,10,4.379,31.324,24.826,0.032385
TXS08,3,2008.33975,20,4.374,31.332,24.833,0.063519
TXS08,3,2008.33975,30,4.356,31.366,24.862,0.094448
TXS08,3,2008.33975,50,4.315,31.387,24.883,0.155795
TXS08,3,2008.33975,75,4.029,31.524,25.019,0.231715
TXS08,3,2008.33975,100,4.281,31.745,25.17,0.303266
TXS08,3,2008.33975,150,4.814,32.062,25.367,0.438347
TXS08,3,2008.33975,200,5.016,32.596,25.768,0.559676
TXS08,3,2008.33975,250,5.196,33.049,26.107,0.663817
LO96,1,2008.43036,0,6.85,31.002,24.29,0
LO96,1,2008.43036,10,6.927,31.042,24.312,0.036154
LO96,1,2008.43036,20,6.752,31.119,24.395,0.071794
LO96,1,2008.43036,30,6.687,31.323,24.564,0.106067
LO96,1,2008.43036,50,6.561,31.401,24.641,0.172724
LO96,1,2008.43036,75,6.449,31.612,24.822,0.25314
LO96,1,2008.43036,100,5.343,31.764,25.073,0.32904
LO96,1,2008.43036,150,5.041,32.341,25.563,0.462549
LO96,1,2008.43036,200,5.065,32.723,25.863,0.576113
LO96,1,2008.43036,250,5.167,32.981,26.056,0.679412
LO97,1,2008.58425,0,13.066,26.892,20.11,0
LO97,1,2008.58425,10,11.832,28.925,21.906,0.072349
LO97,1,2008.58425,20,9.98,30.006,23.059,0.125912
LO97,1,2008.58425,30,9.799,30.493,23.468,0.171973
LO97,1,2008.58425,50,7.268,31.236,24.42,0.252722
LO97,1,2008.58425,75,5.298,31.68,25.011,0.331551
LO97,1,2008.58425,100,5.859,32.167,25.332,0.400916
LO97,1,2008.58425,150,5.308,32.373,25.559,0.528886
LO97,1,2008.58425,200,5.25,32.956,26.027,0.640493
LO97,1,2008.58425,250,5.383,33.16,26.173,0.736455
TXF08,2,2008.70201,0,11.281,27.3,20.741,0
TXF08,2,2008.70201,10,11.329,27.627,20.987,0.068993
TXF08,2,2008.70201,20,11.374,27.904,21.194,0.13626
TXF08,2,2008.70201,30,11.68,29.484,22.367,0.194145
TXF08,2,2008.70201,50,11.348,30.373,23.115,0.294061
TXF08,2,2008.70201,75,10.307,31.152,23.899,0.403311
TXF08,2,2008.70201,100,7.501,31.943,24.944,0.488863
TXF08,2,2008.70201,150,5.635,32.538,25.651,0.619101
TXF08,2,2008.70201,200,5.412,33.024,26.062,0.724142
TXF08,2,2008.70201,250,5.417,33.155,26.165,0.819972
LO98,1,2008.82915,0,7.526,29.086,22.697,0
LO98,1,2008.82915,10,7.537,29.093,22.701,0.051441
LO98,1,2008.82915,20,7.535,29.092,22.7,0.102874
LO98,1,2008.82915,30,7.681,29.184,22.753,0.154077
LO98,1,2008.82915,50,9.202,30.218,23.346,0.251673
LO98,1,2008.82915,75,8.943,31.38,24.294,0.353777
LO98,1,2008.82915,100,7.63,31.816,24.827,0.436954
LO98,1,2008.82915,150,6.282,32.575,25.602,0.574118
LO98,1,2008.82915,200,5.85,32.874,25.891,0.6869
LO99,1,2008.9031,0,6.132,29.987,23.579,0
LO99,1,2008.9031,10,6.177,30.073,23.641,0.04256
LO99,1,2008.9031,20,6.335,30.122,23.661,0.084867
LO99,1,2008.9031,30,6.347,30.126,23.663,0.127125
LO99,1,2008.9031,50,6.691,30.298,23.756,0.210718
LO99,1,2008.9031,75,7.497,30.764,24.018,0.312429
LO99,1,2008.9031,100,7.905,31.519,24.555,0.401522
LO99,1,2008.9031,150,6.795,32.229,25.264,0.554311
LO99,1,2008.9031,200,5.718,32.86,25.896,0.672248
LO99,1,2008.9031,250,5.832,33.136,26.101,0.772047
LO100,1,2008.9223,0,5.89,30.23,23.798,0
LO100,1,2008.9223,10,5.928,30.236,23.799,0.040938
LO100,1,2008.9223,20,5.958,30.247,23.804,0.081856
LO100,1,2008.9223,30,6.317,30.416,23.895,0.122442
LO100,1,2008.9223,50,6.642,30.57,23.977,0.201927
LO100,1,2008.9223,75,7.426,31.289,24.44,0.296224
LO100,1,2008.9223,100,7.19,31.565,24.689,0.379765
LO100,1,2008.9223,150,7.395,31.995,25,0.535822
LO100,1,2008.9223,200,5.686,32.949,25.97,0.657891
LO100,1,2008.9223,250,5.856,33.14,26.101,0.757045
LO101,1,2009.07583,0,3.344,30.496,24.263,0
LO101,1,2009.07583,10,3.452,30.567,24.311,0.036347
LO101,1,2009.07583,20,3.646,30.666,24.372,0.072007
LO101,1,2009.07583,30,3.962,30.782,24.436,0.107245
LO101,1,2009.07583,50,4.522,31.207,24.719,0.174391
LO101,1,2009.07583,75,4.625,31.501,24.942,0.252431
LO101,1,2009.07583,100,5.085,31.801,25.131,0.325168
LO101,1,2009.07583,150,5.574,32.166,25.364,0.460289
LO101,1,2009.07583,200,5.809,32.566,25.653,0.584855
LO102,1,2009.13051,0,3.128,31.109,24.77,0
LO102,1,2009.13051,10,3.125,31.11,24.771,0.031665
LO102,1,2009.13051,20,3.181,31.133,24.784,0.063279
LO102,1,2009.13051,30,3.215,31.147,24.793,0.094778
LO102,1,2009.13051,50,3.41,31.207,24.824,0.157572
LO102,1,2009.13051,75,3.387,31.248,24.858,0.235014
LO102,1,2009.13051,100,3.836,31.415,24.951,0.311208
LO102,1,2009.13051,150,4.912,32.184,25.453,0.449048
LO102,1,2009.13051,200,5.666,33.048,26.051,0.558292
LO102,1,2009.13051,250,5.598,33.2,26.179,0.653587
LO103,1,2009.19585,0,3.118,31.463,25.053,0
LO103,1,2009.19585,10,3.176,31.486,25.066,0.028934
LO103,1,2009.19585,20,3.191,31.497,25.074,0.057743
LO103,1,2009.19585,30,3.211,31.506,25.079,0.086497
LO103,1,2009.19585,50,3.228,31.519,25.088,0.143877
LO103,1,2009.19585,75,3.345,31.564,25.114,0.215221
LO103,1,2009.19585,100,3.715,31.73,25.213,0.285266
LO103,1,2009.19585,150,4.043,32.053,25.438,0.416872
LO103,1,2009.19585,200,5.271,32.996,26.056,0.52929
LO103,1,2009.19585,250,5.418,33.152,26.163,0.624142
LO104,1,2009.29126,0,3.345,31.441,25.016,0
LO104,1,2009.29126,10,3.382,31.483,25.046,0.029238
LO104,1,2009.29126,20,3.406,31.503,25.06,0.05819
LO104,1,2009.29126,30,3.405,31.52,25.073,0.087058
LO104,1,2009.29126,50,3.447,31.577,25.115,0.144329
LO104,1,2009.29126,75,3.476,31.677,25.192,0.214486
LO104,1,2009.29126,100,3.654,31.86,25.322,0.282084
LO104,1,2009.29126,150,3.962,32.062,25.453,0.410796
LO104,1,2009.29126,200,5.061,32.838,25.955,0.526355
LO104,1,2009.29126,250,5.354,33.277,26.269,0.621633
LO105,1,2009.45839,0,12.556,26.294,19.741,0
LO105,1,2009.45839,10,7.683,31.448,24.53,0.043007
LO105,1,2009.45839,20,6.938,31.642,24.783,0.075636
LO105,1,2009.45839,30,6.299,31.73,24.933,0.106269
LO105,1,2009.45839,50,4.718,31.746,25.126,0.164454
LO105,1,2009.45839,75,4.095,31.878,25.294,0.233224
LO105,1,2009.45839,100,4.379,32.131,25.467,0.298014
LO105,1,2009.45839,150,4.66,32.715,25.901,0.414262
LO105,1,2009.45839,200,4.943,33.164,26.226,0.511072
LO105,1,2009.45839,250,4.982,33.264,26.301,0.598955
LO106,1,2009.50214,0,11.966,29.904,22.641,0
LO106,1,2009.50214,10,9.991,30.938,23.784,0.048205
LO106,1,2009.50214,20,8.624,31.302,24.281,0.086846
LO106,1,2009.50214,30,8.161,31.471,24.481,0.122358
LO106,1,2009.50214,50,6.388,31.745,24.934,0.187672
LO106,1,2009.50214,75,4.698,31.804,25.175,0.259784
LO106,1,2009.50214,100,4.261,32.077,25.436,0.326156
LO106,1,2009.50214,150,4.709,32.732,25.909,0.441874
LO106,1,2009.50214,200,4.95,33.132,26.2,0.5392
LO106,1,2009.50214,250,4.988,33.259,26.297,0.627794
LO107,1,2009.78708,0,10.301,26.313,20.133,0
LO107,1,2009.78708,10,10.334,27.72,21.222,0.070826
LO107,1,2009.78708,20,10.541,29.27,22.395,0.131365
LO107,1,2009.78708,30,10.471,30.086,23.041,0.182112
LO107,1,2009.78708,50,10.494,30.982,23.735,0.271772
LO107,1,2009.78708,75,8.428,31.602,24.545,0.365764
LO107,1,2009.78708,100,6.433,32.019,25.145,0.442018
LO107,1,2009.78708,150,5.387,32.581,25.714,0.566924
LO107,1,2009.78708,200,5.186,33.058,26.115,0.669808
LO107,1,2009.78708,250,5.192,33.162,26.197,0.76334
LO108,1,2009.94504,0,6.295,30.485,23.952,0
LO108,1,2009.94504,10,6.638,30.752,24.12,0.038318
LO108,1,2009.94504,20,7.295,30.989,24.222,0.075762
LO108,1,2009.94504,30,7.654,31.352,24.459,0.111742
LO108,1,2009.94504,50,8.002,31.683,24.67,0.178531
LO108,1,2009.94504,75,7.441,31.86,24.887,0.257821
LO108,1,2009.94504,100,7.358,32.063,25.058,0.332683
LO108,1,2009.94504,150,7.021,32.359,25.336,0.472267
LO108,1,2009.94504,200,6.244,32.693,25.7,0.592469
LO108,1,2009.94504,250,5.735,32.798,25.845,0.703823
LO109,1,2010.0709,0,4.728,30.88,24.439,0
LO109,1,2010.0709,10,4.76,31.044,24.566,0.034089
LO109,1,2010.0709,20,4.927,31.096,24.589,0.067632
LO109,1,2010.0709,30,4.962,31.108,24.595,0.100995
LO109,1,2010.0709,50,4.994,31.115,24.597,0.16768
LO109,1,2010.0709,75,5.362,31.198,24.623,0.250885
LO109,1,2010.0709,100,6.408,31.69,24.888,0.331835
LO109,1,2010.0709,150,6.331,31.98,25.127,0.477495
LO109,1,2010.0709,200,6.426,32.292,25.361,0.613711
LO109,1,2010.0709,250,6.384,32.503,25.532,0.741919
LO110,1,2010.14486,0,4.352,30.12,23.873,0
LO110,1,2010.14486,10,4.737,30.961,24.502,0.037055
LO110,1,2010.14486,20,4.927,31.215,24.684,0.070136
LO110,1,2010.14486,30,5.067,31.344,24.771,0.10232
LO110,1,2010.14486,50,5.119,31.435,24.837,0.164966
LO110,1,2010.14486,75,5.213,31.562,24.927,0.241731
LO110,1,2010.14486,100,5.264,31.663,25.002,0.316335
LO110,1,2010.14486,150,5.498,31.87,25.139,0.460677
LO110,1,2010.14486,200,5.79,32.052,25.249,0.599255
LO110,1,2010.14486,250,6.018,32.165,25.311,0.73466
LO111,1,2010.22694,0,4.242,31.108,24.668,0
LO111,1,2010.22694,10,4.243,31.195,24.737,0.032303
LO111,1,2010.22694,20,4.263,31.204,24.742,0.064255
LO111,1,2010.22694,30,4.286,31.212,24.747,0.096182
LO111,1,2010.22694,50,4.451,31.328,24.822,0.159459
LO111,1,2010.22694,75,4.653,31.5,24.938,0.235819
LO111,1,2010.22694,100,4.906,31.605,24.995,0.310559
LO111,1,2010.22694,150,5.311,31.885,25.172,0.455203
LO111,1,2010.22694,200,5.461,31.985,25.234,0.593616
LO111,1,2010.22694,250,5.742,32.172,25.35,0.728239
LO112,1,2010.29845,0,4.662,31.157,24.665,0
LO112,1,2010.29845,10,4.687,31.279,24.759,0.03245
LO112,1,2010.29845,20,4.701,31.317,24.788,0.063993
LO112,1,2010.29845,30,4.707,31.323,24.792,0.095475
LO112,1,2010.29845,50,4.762,31.355,24.812,0.158269
LO112,1,2010.29845,75,4.893,31.5,24.913,0.234916
LO112,1,2010.29845,100,4.954,31.561,24.955,0.310427
LO112,1,2010.29845,150,5.428,32.003,25.252,0.450176
LO112,1,2010.29845,200,5.7,32.169,25.352,0.583989
LO112,1,2010.29845,250,5.851,32.378,25.499,0.712912
TXS10,28,2010.34454,0,6.127,30.729,24.165,0
TXS10,28,2010.34454,10,6.63,31.026,24.337,0.036819
TXS10,28,2010.34454,20,5.49,31.026,24.473,0.072081
TXS10,28,2010.34454,30,5.181,31.204,24.648,0.105748
TXS10,29,2010.3446,0,6.097,30.745,24.181,0
TXS10,29,2010.3446,10,6.465,30.961,24.307,0.037078
TXS10,29,2010.3446,20,5.492,31.028,24.474,0.072444
TXS10,29,2010.3446,30,5.327,31.184,24.616,0.106224
TXS10,29,2010.3446,50,5.175,31.487,24.872,0.169709
TXS10,29,2010.3446,75,5.282,31.73,25.053,0.244413
TXS10,29,2010.3446,100,5.531,31.958,25.205,0.315462
TXS10,29,2010.3446,150,5.871,32.245,25.392,0.449769
TXS10,29,2010.3446,200,5.861,32.461,25.564,0.574734
TXS10,29,2010.3446,250,5.753,32.585,25.675,0.694499
LO113,1,2010.65162,0,13.414,25.616,19.06,0
LO113,1,2010.65162,10,12.558,28.137,21.165,0.074637
LO113,1,2010.65162,20,11.605,29.997,22.778,0.131991
LO113,1,2010.65162,30,12.555,31.254,23.578,0.178584
LO113,1,2010.65162,50,7.581,31.613,24.674,0.252205
LO113,1,2010.65162,75,6.858,32.011,25.084,0.328854
LO113,1,2010.65162,100,6.43,32.327,25.388,0.397224
LO113,1,2010.65162,150,5.628,32.893,25.933,0.51262
LO113,1,2010.65162,200,5.338,33.284,26.276,0.607728
LO113,1,2010.65162,250,5.141,33.553,26.512,0.6893
TXF10,3,2010.7032,0,13.17,23.233,17.268,0
TXF10,3,2010.7032,10,12.309,28.763,21.695,0.084354
TXF10,3,2010.7032,20,10.837,29.868,22.811,0.138821
TXF10,3,2010.7032,30,9.973,30.72,23.617,0.184898
TXF10,3,2010.7032,50,8.905,31.79,24.62,0.259062
TXF10,3,2010.7032,75,7.569,32.187,25.126,0.335027
TXF10,3,2010.7032,100,6.354,32.426,25.475,0.402236
TXF10,3,2010.7032,150,5.526,33.117,26.122,0.510733
TXF10,3,2010.7032,200,5.114,33.473,26.452,0.594301
TXF10,3,2010.7032,250,5.109,33.545,26.51,0.672453
TXF10,4,2010.70336,0,13.314,24.065,17.883,0
TXF10,4,2010.70336,10,12.449,28.671,21.598,0.077198
TXF10,4,2010.70336,20,10.85,30.068,22.964,0.132182
LO114,1,2010.78862,0,8.436,26.66,20.675,0
